Country,Year,life_expectancy,status,adult_mortality,under_5_deaths,infant_deaths,neonatal_deaths,health_expenditure_perc,tuberculosis,bmi,alcohol,diphtheria,hepatitis,measles1,measles2,polio,obesity,population,thinness_18_plus,thinness_5_9,thinness_5_19,gdp,hiv_new,hiv_perc
Afghanistan,2015,63.2,Developing,233,83,62,47,10.3,64000,23.3,0.02,65,65,62,39,60,5.2,34413603,16.7,17.5,17.5,578.5,0.04,0.1
Afghanistan,2014,63,Developing,234,86,64,49,9.7,62000,23.2,0.03,62,62,60,39,58,4.9,33370794,17,17.7,17.7,613.9,,
Afghanistan,2013,62.7,Developing,235,89,66,50,8.8,60000,23,0.03,64,64,57,35,62,4.7,32269589,17.3,18,17.9,637.2,,
Afghanistan,2012,62.2,Developing,242,93,69,52,7.9,58000,22.9,0.04,67,67,59,33,67,4.4,31161376,17.6,18.2,18.2,641.9,,
Afghanistan,2011,61.7,Developing,248,97,71,53,8.6,56000,22.8,0.04,68,68,64,31,68,4.2,30117413,17.9,18.4,18.4,591.2,,
Afghanistan,2010,61.2,Developing,255,101,74,55,8.6,55000,22.7,0.03,66,66,62,29,66,4,29185507,18.2,18.7,18.6,543.3,,
Afghanistan,2009,60.7,Developing,260,106,77,57,9.8,53000,22.6,0.03,63,63,60,24,63,3.8,28394813,18.5,18.9,18.9,438.1,,
Afghanistan,2008,60.2,Developing,265,109,79,58,10.3,52000,22.5,0.03,64,64,59,23,64,3.6,27722276,18.8,19.1,19,364.7,,
Afghanistan,2007,59.6,Developing,273,113,82,59,9.9,50000,22.4,0.03,63,63,55,4,63,3.4,27100536,19.1,19.3,19.2,359.7,,
Afghanistan,2006,59.2,Developing,276,116,84,60,10.6,49000,22.3,0.03,58,58,53,18,58,3.2,26433049,19.4,19.5,19.4,263.7,,
Afghanistan,2005,58.9,Developing,277,118,85,61,9.9,47000,22.2,0.02,58,58,50,9,58,3,25654277,19.7,19.7,19.6,242,,
Afghanistan,2004,58.4,Developing,282,120,86,62,9.8,46000,22.1,0.02,50,50,48,2,50,2.9,24726684,20,19.9,19.8,211.4,,
Afghanistan,2003,58,Developing,286,121,87,62,8.9,44000,22,0.01,41,41,39,,41,2.7,23680871,20.3,20.2,20,190.7,,
Afghanistan,2002,57.4,Developing,292,122,88,61,9.4,42000,21.9,0.01,36,36,35,,36,2.6,22600770,20.6,20.4,20.2,179.4,,
Afghanistan,2001,56.5,Developing,307,122,87,61,,40000,21.8,0,33,33,37,,35,2.4,21606988,20.9,20.5,20.4,,,
Afghanistan,2000,55.9,Developing,316,121,87,60,,38000,21.7,0,24,24,27,,24,2.3,20779953,21.2,20.7,20.6,,,
Albania,2015,76.1,Developing,92,0.1,0.1,0.1,6.8,480,26.6,4.77,99,99,97,98,99,21.1,2880703,1.4,1.3,1.3,3952.8,,
Albania,2014,76.1,Developing,98,0.1,0.1,0.1,7,470,26.5,4.81,98,98,98,98,98,20.5,2889104,1.4,1.4,1.3,4578.7,,
Albania,2013,75.7,Developing,100,0.1,0.1,0.1,6.3,550,26.4,5.06,99,99,99,99,99,19.9,2895092,1.4,1.4,1.3,4413.1,,
Albania,2012,75.2,Developing,103,0.1,0.1,0.1,5.9,470,26.3,5.43,99,99,98,99,99,19.3,2900401,1.5,1.5,1.4,4247.6,,
Albania,2011,75.1,Developing,103,0.1,0.1,0.1,5.6,490,26.2,5.65,99,99,99,99,99,18.8,2905195,1.5,1.5,1.5,4437.2,,
Albania,2010,74.7,Developing,103,0.1,0.1,0.1,5,500,26.1,5.53,99,99,99,98,99,18.2,2913021,1.5,1.6,1.5,4094.4,,
Albania,2009,74.4,Developing,103,0.1,0.1,0.1,5.1,510,26,6.04,98,98,97,98,98,17.6,2927519,1.6,1.6,1.6,4114.1,,
Albania,2008,74.2,Developing,102,1,0.1,0.1,5.6,490,25.9,5.82,99,99,98,98,99,17,2947314,1.6,1.7,1.7,4370.5,,
Albania,2007,74.1,Developing,101,1,0.1,0.1,6.1,500,25.8,5.76,98,98,97,95,99,16.5,2970017,1.7,1.8,1.7,3595,,
Albania,2006,73.9,Developing,101,1,1,0.1,5.9,540,25.7,5.46,97,97,95,94,97,16,2992547,1.8,1.8,1.8,2972.7,,
Albania,2005,73.5,Developing,106,1,1,0.1,6.3,580,25.6,5.3,98,98,97,97,97,15.4,3011487,1.8,1.9,1.9,2673.8,,
Albania,2004,73.3,Developing,101,1,1,0.1,6.6,630,25.5,4.67,97,97,96,96,98,14.9,3026939,1.9,2,1.9,2373.6,,
Albania,2003,72.9,Developing,107,1,1,0.1,6.4,640,25.4,4.43,97,97,93,93,97,14.5,3039616,2,2.1,2,1846.1,,
Albania,2002,73.5,Developing,102,1,1,0.1,6.4,680,25.3,4.01,98,98,96,93,98,14,3051010,2.1,2.1,2.1,1425.1,,
Albania,2001,74,Developing,100,1,1,1,6.5,640,25.2,4.71,97,97,95,90,97,13.6,3060173,2.1,2.2,2.2,1281.7,,
Albania,2000,73.1,Developing,106,1,1,1,6.8,690,25.2,3.98,97,97,95,,97,13.2,3089027,2.2,2.3,2.2,1126.7,,
Algeria,2015,76.2,Developing,96,24,20,15,7.1,30000,25.5,0.56,95,95,95,99,95,26.7,39728025,3.8,5.8,5.9,4177.9,0.05,0.1
Algeria,2014,76.1,Developing,98,24,21,15,6.5,28000,25.4,0.56,95,95,95,99,95,26,38923687,4,5.8,5.9,5493.1,,
Algeria,2013,75.9,Developing,100,24,21,15,6,26000,25.3,0.54,95,95,95,93,95,25.3,38140132,4.1,5.8,5.9,5499.6,,
Algeria,2012,75.8,Developing,101,24,21,15,6,27000,25.2,0.49,95,95,95,95,95,24.7,37383887,4.3,5.8,5.9,5592.2,,
Algeria,2011,75.6,Developing,103,24,21,15,5.3,27000,25.1,0.44,95,95,95,96,95,24,36661444,4.5,5.8,5.9,5455.8,,
Algeria,2010,75.4,Developing,104,24,21,15,5.1,28000,25.1,0.39,95,95,95,95,95,23.3,35977455,4.7,5.9,5.9,4480.8,,
Algeria,2009,75.1,Developing,107,23,20,15,5.4,27000,25,0.48,95,95,92,98,94,22.7,35333881,4.9,5.9,6,3883.3,,
Algeria,2008,74.8,Developing,108,23,20,15,4.2,26000,24.9,0.43,93,93,88,96,92,22,34730608,5,5.9,6,4923.6,,
Algeria,2007,74.4,Developing,111,23,20,14,3.8,27000,24.8,0.39,95,95,92,95,95,21.4,34166972,5.2,6,6,3950.5,,
Algeria,2006,74,Developing,115,23,20,14,3.4,26000,24.7,0.43,95,95,91,98,95,20.8,33641002,5.4,6,6.1,3478.7,,
Algeria,2005,73.4,Developing,119,22,19,14,3.2,27000,24.7,0.55,88,88,83,94,88,20.2,33149724,5.6,6.1,6.2,3113.1,,
Algeria,2004,72.8,Developing,125,22,19,13,3.5,25000,24.6,0.52,86,86,81,94,86,19.6,32692163,5.8,6.1,6.2,2610,,
Algeria,2003,72,Developing,133,23,20,13,3.6,25000,24.5,0.39,87,87,84,96,87,19.1,32264157,6,6.2,6.3,2103.4,,
Algeria,2002,71.7,Developing,135,23,20,13,3.7,24000,24.4,0.43,86,86,81,93,86,18.5,31855109,6.2,6.3,6.4,1781.8,,
Algeria,2001,71.2,Developing,139,24,20,13,3.8,23000,24.4,0.27,89,89,83,73,89,17.9,31451514,6.3,6.4,6.5,1740.6,,
Algeria,2000,70.8,Developing,142,25,21,13,3.5,23000,24.3,0.32,86,86,80,78,86,17.4,31042235,6.5,6.5,6.6,1765,,
Angola,2015,62.2,Developing,240,101,67,36,2.9,102000,23.2,5.65,55,55,51,26,57,7.9,27884381,13.9,8.3,8.4,4167,1.7,1.9
Angola,2014,61.7,Developing,244,104,69,36,2.8,100000,23.2,9,55,55,56,,55,7.5,26941779,14.1,8.5,8.6,5408.4,,
Angola,2013,61,Developing,249,108,71,37,3,98000,23.1,8.02,54,54,59,,48,7.1,26015780,14.3,8.6,8.7,5254.9,,
Angola,2012,60.4,Developing,253,112,73,38,2.7,95000,23,8.14,54,54,67,,58,6.8,25107931,14.5,8.8,8.9,5100.1,,
Angola,2011,59.5,Developing,260,117,76,38,2.8,93000,22.9,7.86,51,51,60,,57,6.5,24220661,14.8,9,9.1,4615.5,,
Angola,2010,58.4,Developing,270,123,79,39,2.7,90000,22.8,7.67,60,60,67,,66,6.2,23356246,15,9.2,9.2,3587.9,,
Angola,2009,57.3,Developing,281,128,82,39,3.6,87000,22.7,6.89,44,44,53,,49,5.9,22514281,15.2,9.4,9.4,3122.8,,
Angola,2008,56.1,Developing,292,134,85,40,3.5,83000,22.6,6.9,54,54,57,,53,5.6,21695634,15.4,9.6,9.6,4080.9,,
Angola,2007,55,Developing,303,139,88,40,3.2,80000,22.5,6.22,58,58,68,,63,5.3,20905363,15.6,9.7,9.8,3122,,
Angola,2006,53.8,Developing,314,144,90,41,3.6,76000,22.4,5.44,22,22,30,,26,5,20149901,15.8,9.9,10,2599.6,,
Angola,2005,52.7,Developing,323,148,92,41,4,72000,22.3,4.68,28,28,29,,30,4.8,19433602,16,10.1,10.2,1902.4,,
Angola,2004,51.5,Developing,334,152,94,41,5,66000,22.2,3.39,30,30,50,,32,4.5,18758145,16.2,10.3,10.3,1255.6,,
Angola,2003,50.5,Developing,343,155,95,42,4.7,61000,22,2.88,31,31,50,,33,4.3,18121479,16.4,10.5,10.5,983,,
Angola,2002,49.4,Developing,355,157,96,42,4.2,56000,21.9,2.62,35,35,64,,32,4.1,17519417,16.6,10.7,10.7,872.5,,
Angola,2001,48.2,Developing,372,158,96,41,5.2,52000,21.8,2.45,32,32,64,,36,3.8,16945753,16.8,10.9,10.9,527.3,,
Angola,2000,47.3,Developing,384,159,96,41,2.5,49000,21.7,1.77,23,23,35,,27,3.6,16395473,17,11,11,556.8,,
AntiguaandBarbuda,2015,75,Developing,122,0.1,0.1,0.1,4.8,4,26.6,8.45,99,99,91,84,86,18.4,93566,4.8,3.3,,,,
AntiguaandBarbuda,2014,74.6,Developing,127,0.1,0.1,0.1,5.7,3,26.5,8.45,99,99,93,99,96,18,92562,4.9,3.3,,,,
AntiguaandBarbuda,2013,74.8,Developing,127,0.1,0.1,0.1,5.4,12,26.4,8.5,99,99,96,87,98,17.5,91516,5,3.3,,,,
AntiguaandBarbuda,2012,74.8,Developing,127,0.1,0.1,0.1,5.1,3,26.3,8.3,98,98,98,90,97,17.1,90409,5.2,3.3,,,,
AntiguaandBarbuda,2011,75,Developing,128,0.1,0.1,0.1,5.7,7,26.2,7.91,99,99,99,89,99,16.7,89253,5.3,3.3,,,,
AntiguaandBarbuda,2010,74.7,Developing,135,0.1,0.1,0.1,5.5,8,26.1,7.81,98,98,98,92,99,16.2,88028,5.4,3.3,,,,
AntiguaandBarbuda,2009,74.5,Developing,138,0.1,0.1,0.1,4.7,3,26,7.9,99,99,99,94,98,15.9,86746,5.5,3.3,,,,
AntiguaandBarbuda,2008,74,Developing,147,0.1,0.1,0.1,4.6,1,25.9,8.24,99,99,99,83,99,15.5,85397,5.7,3.3,,,,
AntiguaandBarbuda,2007,73.8,Developing,149,0.1,0.1,0.1,4.2,2,25.8,8.19,99,99,99,78,98,15.1,84026,5.8,3.4,,,,
AntiguaandBarbuda,2006,73.5,Developing,155,0.1,0.1,0.1,4.3,5,25.7,8.34,99,99,99,68,99,14.7,82704,5.9,3.4,,,,
AntiguaandBarbuda,2005,73.4,Developing,156,0.1,0.1,0.1,4.4,7,25.6,8.81,99,99,99,46,98,14.4,81465,6.1,3.4,,,,
AntiguaandBarbuda,2004,73.3,Developing,153,0.1,0.1,0.1,4.2,5,25.5,7.27,97,97,97,,97,14,80336,6.2,3.5,,,,
AntiguaandBarbuda,2003,73.3,Developing,151,0.1,0.1,0.1,4.5,1,25.4,7.11,99,99,99,,99,13.7,79300,6.3,3.5,,,,
AntiguaandBarbuda,2002,73.4,Developing,149,0.1,0.1,0.1,4.4,5,25.3,7.14,98,98,99,,93,13.3,78295,6.5,3.5,,,,
AntiguaandBarbuda,2001,73,Developing,154,0.1,0.1,0.1,4.5,1,25.2,7.43,97,97,97,,99,13,77212,6.6,3.6,,,,
AntiguaandBarbuda,2000,72.5,Developing,157,0.1,0.1,0.1,4.1,5,25.1,7.46,95,95,95,,96,12.7,76016,6.8,3.6,,,,
Argentina,2015,76.8,Developing,113,9,8,5,6.8,11000,27.6,8.42,94,94,89,87,93,27.8,43131966,0.9,0.9,0.9,13789.1,0.3,0.4
Argentina,2014,76.7,Developing,113,9,8,5,6.4,11000,27.5,7.93,94,94,95,96,92,27.3,42669500,0.9,0.9,0.9,12334.8,,
Argentina,2013,76.3,Developing,116,10,9,6,6.4,10000,27.4,8.2,94,94,94,83,90,26.8,42202935,1,0.9,0.9,13080.3,,
Argentina,2012,76.2,Developing,118,10,9,6,6.3,10000,27.3,8.35,91,91,94,89,90,26.3,41733271,1,0.9,1,13082.7,,
Argentina,2011,76,Developing,118,10,9,6,6.3,11000,27.2,8.11,91,91,95,91,93,25.8,41261490,1,0.9,1,12848.9,,
Argentina,2010,75.7,Developing,119,11,10,6,6.8,8400,27.1,8.15,94,94,95,94,95,25.3,40788453,1.1,0.9,1,10386,,
Argentina,2009,75.8,Developing,123,11,10,6,7,8900,27,8.33,94,94,96,96,97,24.8,40482788,1.1,0.9,1,8225.1,,
Argentina,2008,75.7,Developing,123,11,10,6,6.3,11000,26.9,8.41,93,93,96,88,94,24.4,40080160,1.2,0.9,1,9020.9,,
Argentina,2007,75,Developing,126,12,10,6,6.4,12000,26.8,8.16,91,91,94,84,92,23.9,39684295,1.2,0.9,1,7245.4,,
Argentina,2006,75.4,Developing,124,12,11,6,6.4,11000,26.7,7.75,91,91,97,91,92,23.4,39289878,1.2,1,1.1,5919,,
Argentina,2005,75.1,Developing,125,12,11,7,6.4,12000,26.6,7.53,98,98,98,88,95,23,38892931,1.3,1,1.1,5109.9,,
Argentina,2004,74.9,Developing,128,12,11,7,5.9,13000,26.5,7.63,98,98,99,93,91,22.5,38491972,1.3,1,1.1,4277.7,,
Argentina,2003,74.2,Developing,134,13,11,7,5.9,12000,26.4,7.62,96,96,97,80,95,22.1,38087868,1.4,1,1.1,3349.8,,
Argentina,2002,74.2,Developing,137,13,12,7,4.7,13000,26.3,7.81,93,93,95,83,94,21.6,37681749,1.4,1.1,1.2,2593.4,,
Argentina,2001,74,Developing,138,14,12,8,5.2,13000,26.2,7.76,83,83,89,56,85,21.2,37275652,1.5,1.1,1.2,7208.4,,
Argentina,2000,74,Developing,139,14,13,8,5,14000,26.1,7.68,83,83,91,56,88,20.7,36870787,1.5,1.1,1.2,7708.1,,
Armenia,2015,74.6,Developing,121,1,1,0.1,10.1,1500,26.3,3.84,94,94,97,97,96,19.7,2925553,2.7,2.1,2.1,3607.3,0.1,0.2
Armenia,2014,74.5,Developing,118,1,1,0.1,7,1700,26.2,3.97,93,93,97,97,95,19.2,2912403,2.7,2.1,2.1,3986.2,,
Armenia,2013,74.5,Developing,121,1,1,0.1,8.3,1700,26.2,3.72,95,95,97,97,96,18.8,2897584,2.8,2.1,2.1,3838.2,,
Armenia,2012,74,Developing,131,1,1,0.1,6.7,1500,26.1,3.84,95,95,97,97,96,18.3,2884229,2.9,2.1,2,3681.9,,
Armenia,2011,73.6,Developing,135,1,1,0.1,3.8,1600,26.1,4.06,95,95,97,98,96,17.9,2876538,3,2.1,2,3525.8,,
Armenia,2010,73.3,Developing,138,1,1,0.1,5.3,1800,26,4.23,94,94,97,97,96,17.5,2877319,3.1,2.1,2,3218.4,,
Armenia,2009,73,Developing,142,1,1,0.1,4.7,2000,26,3.97,93,93,96,96,94,17.1,2888092,3.1,2.1,2,2994.3,,
Armenia,2008,73,Developing,144,1,1,0.1,4.3,2100,25.9,3.96,89,89,94,94,91,16.7,2907618,3.2,2.1,2,4010.9,,
Armenia,2007,73.2,Developing,137,1,1,0.1,5.4,2100,25.9,4,88,88,92,93,90,16.4,2932618,3.3,2.1,2,3139.3,,
Armenia,2006,72.6,Developing,145,1,1,1,5.6,2200,25.9,4.01,87,87,92,85,87,16,2958307,3.3,2.1,2,2158.1,,
Armenia,2005,72.7,Developing,140,1,1,1,7,2800,25.8,4.25,90,90,94,92,92,15.7,2981269,3.4,2.1,2,1643.8,,
Armenia,2004,72.6,Developing,135,1,1,1,8.2,2100,25.8,3.81,91,91,92,94,93,15.4,3000720,3.4,2.1,2.1,1191.9,,
Armenia,2003,72.3,Developing,137,1,1,1,5.6,1900,25.8,3.03,94,94,94,93,96,15,3017932,3.5,2.1,2.1,930.1,,
Armenia,2002,72.1,Developing,137,1,1,1,5.7,1800,25.7,2.93,94,94,91,95,96,14.7,3033978,3.5,2.1,2.1,783.2,,
Armenia,2001,72.2,Developing,143,1,1,1,6.5,1700,25.7,2.96,94,94,93,96,97,14.4,3050687,3.6,2.2,2.1,694.4,,
Armenia,2000,71.7,Developing,143,1,1,1,6.5,1700,25.7,2.98,93,93,92,94,96,14.2,3069591,3.6,2.2,2.2,622.7,,
Australia,2015,82.6,Developed,62,1,1,1,9.4,1400,27.1,9.52,93,93,95,93,93,28.4,23815995,1.1,0.6,0.6,56748.4,0.08,0.1
Australia,2014,82.7,Developed,61,1,1,1,9.1,1500,27.1,9.71,92,92,94,93,92,27.9,23475686,1.1,0.6,0.6,62510.8,,
Australia,2013,82.8,Developed,60,1,1,1,8.8,1400,27,9.87,91,91,94,92,91,27.3,23128129,1.1,0.6,0.6,68150.1,,
Australia,2012,82.5,Developed,60,1,1,1,8.7,1500,27,10.03,92,92,94,91,92,26.7,22733465,1.1,0.6,0.6,68012.1,,
Australia,2011,82.2,Developed,62,1,1,1,8.6,1400,27,10.3,92,92,94,90,92,26.2,22340024,1.2,0.6,0.6,62517.8,,
Australia,2010,82,Developed,63,1,1,1,8.5,1400,26.9,10.52,92,92,94,88,92,25.6,22031750,1.2,0.6,0.6,52022.1,,
Australia,2009,81.9,Developed,65,1,1,1,8.6,1500,26.9,10.62,92,92,94,82,92,25.1,21691700,1.2,0.6,0.7,42772.4,,
Australia,2008,81.5,Developed,64,1,1,1,8.3,1400,26.8,10.76,92,92,94,80,92,24.6,21249200,1.2,0.6,0.7,49601.7,,
Australia,2007,81.5,Developed,65,2,1,1,8.1,1300,26.8,10.56,92,92,94,89,92,24,20827600,1.2,0.6,0.7,40960.1,,
Australia,2006,81.4,Developed,65,2,1,1,8,1300,26.7,10.31,92,92,94,87,92,23.5,20697900,1.2,0.6,0.7,36044.9,,
Australia,2005,81,Developed,68,2,1,1,8,1200,26.7,10.3,92,92,94,85,92,22.9,20394800,1.3,0.6,0.7,33999.2,,
Australia,2004,80.8,Developed,67,2,1,1,8.1,1200,26.6,9.84,92,92,94,85,92,22.4,20127400,1.3,0.7,0.7,30430.7,,
Australia,2003,80.6,Developed,69,1,1,1,7.9,1100,26.5,9.97,93,93,94,,92,21.8,19895400,1.3,0.7,0.7,23447,,
Australia,2002,80.2,Developed,72,1,1,1,7.9,1200,26.4,9.84,92,92,94,,92,21.3,19651400,1.3,0.7,0.7,20082.5,,
Australia,2001,80.1,Developed,74,2,1,1,7.7,1100,26.3,9.53,92,92,92,,91,20.7,19413000,1.4,0.7,0.7,19490.9,,
Australia,2000,79.6,Developed,77,2,1,1,7.6,1200,26.2,10.17,90,90,91,,90,20.2,19153000,1.4,0.7,0.7,21679.2,,
Austria,2015,81.4,Developed,64,0.1,0.1,0.1,10.3,650,25.5,11.4,93,93,96,88,93,19.7,8642699,1.6,2,1.9,44176.7,,
Austria,2014,81.7,Developed,65,0.1,0.1,0.1,10.3,650,25.5,12.2,98,98,96,87,98,19.2,8546356,1.7,2,1.9,51717.5,,
Austria,2013,81.3,Developed,67,0.1,0.1,0.1,10.2,720,25.5,11.6,95,95,92,82,95,18.8,8479823,1.7,2,1.8,50716.7,,
Austria,2012,81,Developed,68,0.1,0.1,0.1,10.1,710,25.5,12.1,92,92,88,78,92,18.4,8429991,1.7,2,1.8,48567.7,,
Austria,2011,81,Developed,72,0.1,0.1,0.1,9.9,770,25.4,11.9,89,89,84,73,89,18,8391643,1.8,1.9,1.8,51375,,
Austria,2010,80.6,Developed,74,0.1,0.1,0.1,10.1,760,25.4,12.1,86,86,80,69,86,17.6,8363404,1.8,1.9,1.8,46858,,
Austria,2009,80.4,Developed,77,0.1,0.1,0.1,10.1,760,25.4,11.3,83,83,76,64,83,17.3,8343323,1.8,1.9,1.8,47963.2,,
Austria,2008,80.6,Developed,76,0.1,0.1,0.1,9.6,870,25.3,12,83,83,83,62,83,16.9,8321496,1.9,1.9,1.7,51708.8,,
Austria,2007,80.3,Developed,80,0.1,0.1,0.1,9.5,930,25.3,12.5,85,85,79,56,85,16.5,8295487,1.9,1.9,1.7,46855.8,,
Austria,2006,80.1,Developed,80,0.1,0.1,0.1,9.5,980,25.3,12.4,83,83,80,61,83,16.1,8268641,1.9,1.9,1.7,40635.3,,
Austria,2005,79.6,Developed,84,0.1,0.1,0.1,9.6,1100,25.2,12.4,86,86,75,54,86,15.8,8227829,2,1.9,1.7,38403.1,,
Austria,2004,79.6,Developed,84,0.1,0.1,0.1,9.6,1000,25.2,12.1,83,83,74,47,83,15.4,8171966,2,1.9,1.7,36821.5,,
Austria,2003,79.1,Developed,86,0.1,0.1,0.1,9.6,1100,25.1,12.2,84,84,79,46,84,15,8121423,2.1,1.9,1.7,32222.9,,
Austria,2002,79,Developed,87,0.1,0.1,0.1,9.4,1200,25.1,12.5,83,83,78,39,82,14.7,8081957,2.1,1.9,1.7,26401.7,,
Austria,2001,78.9,Developed,90,0.1,0.1,0.1,9.3,1200,25,12.4,84,84,79,34,83,14.3,8042293,2.2,1.9,1.7,24537.5,,
Austria,2000,78.4,Developed,94,0.1,0.1,0.1,9.2,1400,25,13.2,81,81,75,35,71,14,8011566,2.2,1.9,1.7,24564.5,,
Azerbaijan,2015,72.9,Developing,120,5,4,2,6.7,6800,26.9,0.84,96,96,98,98,98,19.3,9649341,2.4,2.9,2.8,5500.3,,
Azerbaijan,2014,72.6,Developing,121,5,4,3,5.7,7200,26.8,1.95,94,94,98,98,97,18.8,9535079,2.5,2.8,2.8,7891.3,,
Azerbaijan,2013,72.3,Developing,124,5,5,3,5.4,7300,26.7,2.04,93,93,98,98,96,18.2,9416801,2.6,2.8,2.8,7875.8,,
Azerbaijan,2012,71.9,Developing,126,6,5,3,5.1,8000,26.6,1.98,89,89,94,95,92,17.7,9295784,2.7,2.9,2.8,7496.3,,
Azerbaijan,2011,71.6,Developing,129,6,5,3,4.8,11000,26.5,1.94,87,87,92,92,91,17.2,9173082,2.8,2.9,2.8,7189.7,,
Azerbaijan,2010,71.1,Developing,132,6,5,3,4.9,9400,26.4,1.9,81,81,89,89,85,16.6,9054332,2.8,2.9,2.8,5842.8,,
Azerbaijan,2009,70.9,Developing,133,6,5,3,5.4,12000,26.3,1.9,81,81,85,83,84,16.2,8947243,2.9,2.9,2.8,4950.3,,
Azerbaijan,2008,70.4,Developing,142,6,5,3,4,9500,26.2,1.15,81,81,79,79,85,15.7,8763400,3,2.9,2.9,5574.6,,
Azerbaijan,2007,70.4,Developing,141,6,6,4,4.7,6900,26.1,0.98,79,79,75,75,81,15.2,8581300,3.1,2.9,2.9,3851.4,,
Azerbaijan,2006,69.4,Developing,153,7,6,4,5.8,7100,26,0.87,78,78,69,68,80,14.8,8484550,3.1,3,2.9,2473.1,,
Azerbaijan,2005,68.7,Developing,160,7,6,4,7.4,7500,26,0.74,75,75,67,67,79,14.3,8391850,3.2,3,3,1578.4,,
Azerbaijan,2004,68.7,Developing,151,8,6,4,7.3,6800,25.9,4.39,77,77,67,67,78,13.9,8306500,3.2,3,3,1045,,
Azerbaijan,2003,68.1,Developing,151,8,7,4,6,4800,25.8,4.26,77,77,67,66,79,13.5,8234100,3.3,3.1,3.1,883.6,,
Azerbaijan,2002,68,Developing,144,9,7,4,3.7,6400,25.7,4.68,76,76,66,67,80,13.2,8171950,3.4,3.1,3.1,763.1,,
Azerbaijan,2001,67.5,Developing,149,10,8,5,3.7,6100,25.6,5.7,77,77,68,65,77,12.8,8111200,3.4,3.1,3.2,703.7,,
Azerbaijan,2000,66.5,Developing,161,11,9,5,3.8,6500,25.6,6.77,76,76,67,,75,12.5,8048600,3.5,3.2,3.2,655.1,,
Bahamas,2015,75.6,Developing,161,0.1,0.1,0.1,7.4,71,27.9,8.65,95,95,94,76,95,31,374206,2.4,2.5,2.5,31512.9,1,1.9
Bahamas,2014,75.2,Developing,168,0.1,0.1,0.1,7.3,58,27.8,8.62,96,96,92,72,96,30.5,370633,2.5,2.5,2.5,29563.7,,
Bahamas,2013,75.2,Developing,166,0.1,0.1,0.1,7.4,38,27.8,8.55,97,97,92,69,97,30,367168,2.6,2.5,2.5,28944.8,,
Bahamas,2012,75.2,Developing,163,0.1,0.1,0.1,7.6,37,27.7,8.86,98,98,91,73,99,29.5,363584,2.7,2.5,2.5,29485.6,,
Bahamas,2011,75.3,Developing,158,0.1,0.1,0.1,7.6,47,27.6,8.94,98,98,90,79,97,29,359577,2.7,2.5,2.5,28006.4,,
Bahamas,2010,75.2,Developing,159,0.1,0.1,0.1,7.4,36,27.5,8.75,99,99,94,78,97,28.5,354942,2.8,2.5,2.5,28443.4,,
Bahamas,2009,74.7,Developing,166,0.1,0.1,0.1,7.5,52,27.4,8.63,96,96,98,76,97,28.1,349604,2.9,2.5,2.5,28552.2,,
Bahamas,2008,74.5,Developing,168,0.1,0.1,0.1,7.3,56,27.4,9.53,93,93,90,80,93,27.6,343681,3,2.5,2.5,30627.2,,
Bahamas,2007,74.2,Developing,171,0.1,0.1,0.1,7,53,27.3,10.02,95,95,96,84,95,27.1,337389,3.1,2.5,2.5,31472.1,,
Bahamas,2006,73.9,Developing,177,0.1,0.1,0.1,6.8,69,27.2,10.29,95,95,88,88,94,26.6,331033,3.2,2.5,2.5,30713.7,,
Bahamas,2005,73.6,Developing,180,0.1,0.1,0.1,5.9,55,27.1,10.64,93,93,85,88,93,26.2,324859,3.3,2.5,2.6,30278.4,,
Bahamas,2004,73.1,Developing,187,0.1,0.1,0.1,5.9,61,27.1,9.98,93,93,89,95,92,25.7,318894,3.4,2.5,2.6,28395.9,,
Bahamas,2003,72.4,Developing,203,0.1,0.1,0.1,5.5,44,27,10.68,92,92,90,,93,25.3,313129,3.5,2.6,2.6,28327.3,,
Bahamas,2002,72.1,Developing,206,0.1,0.1,0.1,5.2,51,26.9,10.83,94,94,94,,93,24.8,307660,3.6,2.6,2.6,28866.8,,
Bahamas,2001,72,Developing,204,0.1,0.1,0.1,5.1,72,26.8,11.62,99,99,94,,98,24.3,302618,3.7,2.6,2.7,27486.2,,
Bahamas,2000,72,Developing,202,0.1,0.1,0.1,5.1,94,26.7,12.19,99,99,93,,91,23.9,298051,3.8,2.7,2.7,27097.6,,
Bahrain,2015,78.8,Developing,59,0.1,0.1,0.1,5.2,200,24.8,2.16,98,98,99,99,98,29.3,1371851,3,6,6.1,22688.9,,
Bahrain,2014,78.3,Developing,62,0.1,0.1,0.1,4.6,220,24.9,2.12,98,98,99,99,98,28.8,1336075,3,6,6.1,24989.4,,
Bahrain,2013,78.3,Developing,63,0.1,0.1,0.1,4.3,240,24.9,2.12,99,99,99,99,99,28.2,1315029,3.1,6,6,24744.4,,
Bahrain,2012,77.7,Developing,66,0.1,0.1,0.1,4.2,260,24.9,2.02,99,99,99,99,99,27.6,1299943,3.2,6,6,23654.4,,
Bahrain,2011,77.2,Developing,66,0.1,0.1,0.1,3.1,260,25,1.86,99,99,99,98,99,27.1,1278151,3.3,5.9,6,22514.2,,
Bahrain,2010,77.2,Developing,66,0.1,0.1,0.1,3.3,280,25,2.1,99,99,99,98,99,26.6,1240860,3.4,5.9,6,20722.1,,
