Country,Year,life_expectancy,status,adult_mortality,under_5_deaths,infant_deaths,neonatal_deaths,health_expenditure_perc,tuberculosis,bmi,alcohol,diphtheria,hepatitis,measles1,measles2,polio,obesity,population,thinness_18_plus,thinness_5_9,thinness_5_19,gdp,hiv_new,hiv_perc
SaintLucia,2012,74.9,Developing,153,0.1,0.1,0.1,6.9,13,29.1,9.63,98,98,99,80,98,17.4,176646,5,4.3,,,,
SaintLucia,2011,75,Developing,153,0.1,0.1,0.1,6.9,8,28.9,10.26,99,99,91,72,99,17,175544,5.2,4.3,,,,
SaintLucia,2010,74.7,Developing,153,0.1,0.1,0.1,6.6,10,28.7,10.68,97,97,95,74,97,16.5,174085,5.3,4.4,,,,
SaintLucia,2009,74.6,Developing,152,0.1,0.1,0.1,6.2,12,28.6,10.83,95,95,99,63,95,16.2,172221,5.5,4.4,,,,
SaintLucia,2008,74.2,Developing,152,0.1,0.1,0.1,6.1,24,28.4,11.82,96,96,99,22,96,15.8,170011,5.7,4.4,,,,
SaintLucia,2007,73.8,Developing,153,0.1,0.1,0.1,6,22,28.2,12.43,99,99,94,33,99,15.5,167639,5.9,4.4,,,,
SaintLucia,2006,73.2,Developing,155,0.1,0.1,0.1,5.4,17,28,13.22,85,85,94,45,85,15.1,165381,6,4.4,,,,
SaintLucia,2005,72.5,Developing,158,0.1,0.1,0.1,5.6,16,27.8,12.1,95,95,94,56,95,14.8,163417,6.2,4.4,,,,
SaintLucia,2004,72.2,Developing,162,0.1,0.1,0.1,5.5,17,27.6,11.64,91,91,95,67,91,14.4,161816,6.4,4.4,,,,
SaintLucia,2003,72.1,Developing,169,0.1,0.1,0.1,5.5,17,27.4,12.55,90,90,90,69,91,14.1,160530,6.6,4.5,,,,
SaintLucia,2002,72.3,Developing,176,0.1,0.1,0.1,5.6,20,27.2,11.85,74,74,98,71,90,13.7,159392,6.7,4.5,,,,
SaintLucia,2001,72.3,Developing,181,0.1,0.1,0.1,5.4,17,27.1,12.02,99,99,89,73,99,13.3,158179,6.9,4.5,,,,
SaintLucia,2000,72.2,Developing,186,0.1,0.1,0.1,4.9,10,26.9,11.69,70,70,88,89,70,12.9,156729,7.1,4.6,,,,
SaintVincentandtheGrenadines,2015,72.3,Developing,164,0.1,0.1,0.1,4.2,8,27.1,7.25,99,99,99,99,99,23.1,109148,3.7,3.4,,,,
SaintVincentandtheGrenadines,2014,71.9,Developing,170,0.1,0.1,0.1,4.2,6,27,6.99,98,98,99,98,97,22.4,108861,3.8,3.4,,,,
SaintVincentandtheGrenadines,2013,71.8,Developing,174,0.1,0.1,0.1,4.4,3,26.9,6.89,97,97,99,96,97,21.8,108622,4,3.5,,,,
SaintVincentandtheGrenadines,2012,71.9,Developing,174,0.1,0.1,0.1,4.5,34,26.8,6.93,96,96,94,92,96,21.2,108435,4.1,3.5,,,,
SaintVincentandtheGrenadines,2011,72.1,Developing,167,0.1,0.1,0.1,4.3,20,26.7,7.02,96,96,97,91,96,20.6,108316,4.3,3.5,,,,
SaintVincentandtheGrenadines,2010,72.1,Developing,163,0.1,0.1,0.1,4.4,17,26.6,6.99,99,99,99,89,99,20,108255,4.4,3.5,,,,
SaintVincentandtheGrenadines,2009,72.2,Developing,162,0.1,0.1,0.1,4,10,26.5,6.84,99,99,99,94,99,19.4,108287,4.6,3.6,,,,
SaintVincentandtheGrenadines,2008,72,Developing,169,0.1,0.1,0.1,3.9,14,26.4,6.91,99,99,99,94,99,18.8,108393,4.8,3.6,,,,
SaintVincentandtheGrenadines,2007,71.9,Developing,173,0.1,0.1,0.1,3.6,14,26.3,5.88,99,99,99,83,99,18.3,108518,4.9,3.6,,,,
SaintVincentandtheGrenadines,2006,71.5,Developing,179,0.1,0.1,0.1,3.5,15,26.1,5.92,99,99,99,88,99,17.7,108603,5.1,3.7,,,,
SaintVincentandtheGrenadines,2005,71.2,Developing,182,0.1,0.1,0.1,3.7,8,26,6.03,99,99,97,93,93,17.2,108614,5.3,3.7,,,,
SaintVincentandtheGrenadines,2004,70.9,Developing,188,0.1,0.1,0.1,3.8,9,25.9,5.42,99,99,99,73,99,16.6,108512,5.5,3.8,,,,
SaintVincentandtheGrenadines,2003,70.9,Developing,192,0.1,0.1,0.1,4,16,25.8,5.1,99,99,94,86,99,16.1,108326,5.7,3.8,,,,
SaintVincentandtheGrenadines,2002,70.9,Developing,196,0.1,0.1,0.1,4,12,25.7,4.94,99,99,99,99,99,15.6,108097,5.9,3.9,,,,
SaintVincentandtheGrenadines,2001,70.9,Developing,195,0.1,0.1,0.1,3.7,12,25.6,4.73,99,99,98,99,99,15.1,107896,6.1,3.9,,,,
SaintVincentandtheGrenadines,2000,70.9,Developing,196,0.1,0.1,0.1,3.8,18,25.5,4.8,98,98,96,,99,14.6,107784,6.3,4,,,,
Samoa,2015,74.8,Developing,113,0.1,0.1,0.1,5.6,22,32.1,1.97,84,84,69,48,61,46.7,193513,0.4,0.1,0.2,4155.3,,
Samoa,2014,74.6,Developing,115,0.1,0.1,0.1,6,26,32,2.01,81,81,82,63,57,46,192221,0.4,0.1,0.2,4188.7,,
Samoa,2013,74.4,Developing,118,0.1,0.1,0.1,6.1,25,31.8,1.9,85,85,90,72,62,45.4,190717,0.4,0.1,0.2,4219.9,,
Samoa,2012,74,Developing,124,0.1,0.1,0.1,4.9,25,31.7,2.19,82,82,76,52,82,44.7,189088,0.4,0.1,0.2,4237,,
Samoa,2011,73.7,Developing,127,0.1,0.1,0.1,5.4,23,31.6,2.16,82,82,59,50,60,44.1,187469,0.4,0.2,0.2,3946.2,,
Samoa,2010,73.3,Developing,134,0.1,0.1,0.1,5.3,16,31.5,3.01,78,78,56,30,74,43.4,185949,0.4,0.2,0.2,3458.2,,
Samoa,2009,71.1,Developing,164,0.1,0.1,0.1,5.7,18,31.4,2.88,64,64,45,14,61,42.8,184556,0.5,0.2,0.2,3039.5,,
Samoa,2008,72.8,Developing,139,0.1,0.1,0.1,4.8,14,31.3,3.97,39,39,44,46,54,42.2,183263,0.5,0.2,0.2,3514.8,,
Samoa,2007,72.5,Developing,144,0.1,0.1,0.1,4.4,24,31.2,3.85,65,65,63,36,49,41.5,182046,0.5,0.2,0.2,3026.5,,
Samoa,2006,72.1,Developing,149,0.1,0.1,0.1,5.6,29,31.1,3.52,50,50,54,6,37,40.8,180876,0.5,0.2,0.2,2811.3,,
Samoa,2005,71.6,Developing,157,0.1,0.1,0.1,5.2,28,31,3.63,59,59,57,26,55,40.2,179727,0.5,0.2,0.2,2574.2,,
Samoa,2004,71.4,Developing,161,0.1,0.1,0.1,5.1,39,30.9,3.62,63,63,25,45,26,39.5,178590,0.6,0.2,0.2,2353.5,,
Samoa,2003,70.8,Developing,169,0.1,0.1,0.1,4.7,31,30.8,4.16,90,90,62,65,90,38.8,177484,0.6,0.2,0.2,1909.1,,
Samoa,2002,70.4,Developing,175,0.1,0.1,0.1,5.7,36,30.7,3.29,92,92,99,84,85,38.1,176407,0.6,0.2,0.2,1633,,
Samoa,2001,70.3,Developing,176,0.1,0.1,0.1,5,25,30.6,3.42,90,90,92,,88,37.4,175392,0.7,0.2,0.2,1557,,
Samoa,2000,70,Developing,180,0.1,0.1,0.1,5.5,49,30.5,3,98,98,93,,98,36.7,174454,0.7,0.2,0.2,1542.1,,
SaoTomeandPrincipe,2015,68.5,Developing,192,0.1,0.1,0.1,9.8,310,24.7,4.85,96,96,93,76,96,12,199432,7.9,5.4,,,,
SaoTomeandPrincipe,2014,68.3,Developing,193,0.1,0.1,0.1,8.9,280,24.7,5.39,95,95,92,71,95,11.6,195727,8.1,5.5,,,,
SaoTomeandPrincipe,2013,68.1,Developing,195,0.1,0.1,0.1,9.1,260,24.6,4.78,97,97,91,,97,11.2,192087,8.3,5.7,,,,
SaoTomeandPrincipe,2012,67.7,Developing,198,0.1,0.1,0.1,7.3,200,24.6,4.83,96,96,92,,96,10.7,188404,8.5,5.9,,,,
SaoTomeandPrincipe,2011,67.3,Developing,202,0.1,0.1,0.1,5.5,240,24.5,5.9,96,96,91,,96,10.3,184524,8.7,6,,,,
SaoTomeandPrincipe,2010,67,Developing,205,0.1,0.1,0.1,5.3,210,24.4,5.8,98,98,92,,98,10,180371,8.9,6.2,,,,
SaoTomeandPrincipe,2009,66.6,Developing,212,0.1,0.1,0.1,7.2,140,24.4,4.31,98,98,90,,99,9.6,175876,9.2,6.4,,,,
SaoTomeandPrincipe,2008,66.1,Developing,217,0.1,0.1,0.1,4.9,120,24.3,4.53,99,99,93,,99,9.2,171120,9.4,6.6,,,,
SaoTomeandPrincipe,2007,65.8,Developing,220,0.1,0.1,0.1,6.6,160,24.2,4.29,97,97,86,,98,8.8,166300,9.6,6.8,,,,
SaoTomeandPrincipe,2006,65.4,Developing,223,0.1,0.1,0.1,6.9,270,24.1,5.63,97,97,85,,97,8.4,161681,9.9,7,,,,
SaoTomeandPrincipe,2005,64.9,Developing,227,0.1,0.1,0.1,12.1,240,24,5.5,97,97,88,,97,8,157472,10.1,7.2,,,,
SaoTomeandPrincipe,2004,64.5,Developing,229,0.1,0.1,0.1,11.5,210,23.9,5.94,96,96,91,,99,7.7,153737,10.3,7.4,,,,
SaoTomeandPrincipe,2003,64.2,Developing,227,0.1,0.1,0.1,13.1,190,23.8,6.73,94,94,87,,94,7.3,150415,10.5,7.6,,,,
SaoTomeandPrincipe,2002,63.8,Developing,225,0.1,0.1,0.1,11.5,160,23.7,5.99,92,92,85,,92,6.9,147447,10.7,7.8,,,,
SaoTomeandPrincipe,2001,63.4,Developing,225,0.1,0.1,0.1,12.6,170,23.6,5.2,92,92,75,,90,6.6,144755,10.9,8.1,,,,
SaoTomeandPrincipe,2000,62.9,Developing,227,0.1,0.1,0.1,9.7,170,23.5,5.68,82,82,69,,87,6.3,142262,11.1,8.3,,,,
SaudiArabia,2015,74.6,Developing,90,5,5,3,5.8,3800,28.4,0.08,98,98,98,96,97,34.7,31717667,2.1,7.5,,,,
SaudiArabia,2014,74.4,Developing,91,6,5,3,5.1,3700,28.3,0.08,98,98,98,98,98,34.1,30916994,2.1,7.5,,,,
SaudiArabia,2013,74.3,Developing,92,6,5,3,4.4,4000,28.3,0.08,98,98,98,99,98,33.4,30052518,2.2,7.4,,,,
SaudiArabia,2012,74.2,Developing,94,6,5,3,3.9,4200,28.2,0.08,98,98,98,98,98,32.8,29155187,2.3,7.4,,,,
SaudiArabia,2011,74,Developing,95,7,6,4,3.6,4500,28.1,0.09,98,98,98,97,98,32.1,28267685,2.4,7.4,,,,
SaudiArabia,2010,73.8,Developing,97,7,6,4,3.5,5100,28.1,0.08,98,98,98,98,98,31.5,27421461,2.5,7.3,,,,
SaudiArabia,2009,73.6,Developing,99,8,7,4,4.1,4600,28,0.08,98,98,98,98,98,30.8,26630303,2.6,7.3,,,,
SaudiArabia,2008,73.5,Developing,101,8,7,4,2.9,4600,27.9,0.08,98,98,97,98,98,30.2,25888541,2.7,7.3,,,,
SaudiArabia,2007,73.4,Developing,102,9,7,5,3.5,4500,27.9,0.1,96,96,96,98,96,29.6,25184597,2.7,7.3,,,,
SaudiArabia,2006,73.3,Developing,103,9,8,5,3.5,4300,27.8,0.07,96,96,95,97,96,29,24498310,2.8,7.3,,,,
SaudiArabia,2005,73.3,Developing,104,9,8,5,3.4,4100,27.8,0.05,96,96,97,97,96,28.4,23816183,2.9,7.3,,,,
SaudiArabia,2004,73.3,Developing,105,10,9,5,3.6,3800,27.7,0.06,96,96,97,97,96,27.9,23132682,3,7.3,,,,
SaudiArabia,2003,73.2,Developing,106,10,9,6,4,3800,27.7,0.05,95,95,96,97,95,27.5,22456649,3.1,7.3,,,,
SaudiArabia,2002,73,Developing,107,11,9,6,4.3,3900,27.6,0.05,95,95,97,96,95,27.1,21805313,3.3,7.3,,,,
SaudiArabia,2001,72.9,Developing,109,11,10,6,4.5,3800,27.6,0.05,97,97,94,96,97,26.7,21202642,3.4,7.4,,,,
SaudiArabia,2000,72.7,Developing,112,12,10,6,4.2,4000,27.6,0.05,95,95,94,,95,26.2,20663843,3.5,7.4,,,,
Senegal,2015,66.4,Developing,189,26,19,12,4,19000,22.9,0.25,89,89,80,54,85,8.5,14578459,12.1,9.5,9.6,1218.8,0.1,0.5
Senegal,2014,66,Developing,193,27,19,12,3.9,19000,22.9,0.25,89,89,80,13,85,8.2,14174731,12.3,9.7,9.8,1394.8,,
Senegal,2013,65.5,Developing,196,28,20,12,3.8,19000,22.9,0.25,92,92,84,,89,7.9,13782420,12.5,9.9,10,1375.7,,
Senegal,2012,65.1,Developing,200,29,20,13,3.8,19000,22.8,0.28,91,91,83,,83,7.6,13401991,12.7,10.1,10.2,1330.1,,
Senegal,2011,64.5,Developing,204,31,20,13,3.9,18000,22.8,0.31,92,92,84,,89,7.3,13033809,12.8,10.3,10.3,1371.7,,
Senegal,2010,63.9,Developing,209,32,21,13,4,18000,22.7,0.28,89,89,81,,76,7.1,12678148,13,10.5,10.5,1279,,
Senegal,2009,63.2,Developing,215,33,21,13,4.2,17000,22.7,0.3,86,86,79,,83,6.8,12335084,13.2,10.7,10.7,1317.2,,
Senegal,2008,62.5,Developing,222,34,22,13,4.3,17000,22.7,0.28,88,88,77,,87,6.5,12004701,13.4,10.9,10.9,1411.9,,
Senegal,2007,61.5,Developing,234,36,22,14,4.1,16000,22.6,0.32,94,94,84,,93,6.3,11687080,13.6,11.1,11.1,1222.4,,
Senegal,2006,60.7,Developing,240,37,22,14,4.6,16000,22.5,0.35,89,89,80,,89,6,11382268,13.7,11.3,11.3,1040.9,,
Senegal,2005,60,Developing,244,39,23,14,4.6,16000,22.5,0.33,84,84,74,,84,5.8,11090116,13.9,11.5,11.5,993.9,,
Senegal,2004,59.2,Developing,248,41,24,14,5.6,16000,22.4,0.35,87,87,57,,87,5.6,10810083,14.1,11.7,11.7,940.6,,
Senegal,2003,58.5,Developing,250,43,24,14,5.4,16000,22.3,0.34,73,73,60,,73,5.3,10541467,14.2,11.9,11.9,823.7,,
Senegal,2002,57.9,Developing,251,46,25,15,5.1,16000,22.3,0.36,60,60,54,,60,5.1,10283699,14.4,12.1,12.1,656.6,,
Senegal,2001,57.3,Developing,251,48,26,15,5,15000,22.2,0.35,52,52,48,,49,4.9,10036104,14.5,12.3,12.3,615.3,,
Senegal,2000,56.8,Developing,250,49,26,15,4.6,15000,22.1,0.29,52,52,48,,49,4.7,9797734,14.7,12.4,12.5,604.7,,
Serbia,2015,75.9,Developing,106,1,1,0.1,9.4,1900,26,9.13,95,95,86,86,95,21.1,7095383,1.5,2.1,2.1,5585.1,0.04,0.1
Serbia,2014,76,Developing,106,1,1,0.1,9.8,2100,26,8.77,93,93,86,91,93,20.7,7130576,1.6,2.1,2.1,6600.1,,
Serbia,2013,75.9,Developing,107,1,1,0.1,9.9,2400,25.9,9.06,95,95,92,82,97,20.3,7164132,1.6,2.1,2.1,6755.1,,
Serbia,2012,75.5,Developing,111,1,1,0.1,9.9,2200,25.9,9.05,91,91,87,90,93,20,7199077,1.6,2.2,2.2,6015.9,,
Serbia,2011,75.2,Developing,113,1,1,0.1,9.7,2500,25.8,8.96,94,94,93,90,94,19.6,7234099,1.7,2.3,2.2,6809.2,,
Serbia,2010,74.9,Developing,115,1,1,0.1,10.1,2700,25.8,9.09,91,91,95,91,91,19.2,7291436,1.7,2.3,2.3,5735.4,,
Serbia,2009,74.6,Developing,120,1,1,0.1,9.9,2900,25.7,8.6,95,95,95,87,97,18.8,7320807,1.8,2.4,2.4,6169.1,,
Serbia,2008,74.5,Developing,122,1,1,0.1,10.1,3100,25.7,8.61,95,95,92,97,95,18.4,7350222,1.8,2.4,2.4,7101,,
Serbia,2007,74.3,Developing,123,1,1,1,10,3300,25.6,8.72,94,94,95,96,93,18,7381579,1.8,2.5,2.5,5848.5,,
Serbia,2006,74.1,Developing,126,1,1,1,9,3600,25.6,8.52,92,92,88,90,97,17.7,7411569,1.9,2.6,2.5,4382.6,,
Serbia,2005,73.4,Developing,128,1,1,1,8.7,3700,25.5,,98,98,96,98,98,17.3,7440769,1.9,2.6,2.6,3720.5,,
Serbia,2004,73.4,Developing,129,1,1,1,8.2,,25.5,,88,88,89,96,96,16.9,7463157,2,2.7,2.7,3331.2,,
Serbia,2003,73.2,Developing,131,1,1,1,8.1,,25.4,,89,89,87,96,89,16.6,7480591,2,2.8,2.7,2832.5,,
Serbia,2002,73.1,Developing,131,1,1,1,8.1,,25.4,,95,95,92,75,95,16.2,7496522,2.1,2.8,2.8,2149.9,,
Serbia,2001,73.1,Developing,134,1,1,1,6.9,,25.3,,93,93,90,74,93,15.8,7503433,2.1,2.9,2.9,1634.9,,
Serbia,2000,72.5,Developing,141,2,1,1,6.5,,25.3,,95,95,89,78,98,15.5,7516346,2.1,3,2.9,870.1,,
Seychelles,2015,73.1,Developing,166,0.1,0.1,0.1,3.4,9,26.6,11.5,97,97,98,98,97,13.5,93419,6.2,6,5.8,14745.3,,
Seychelles,2014,72.9,Developing,168,0.1,0.1,0.1,3.4,15,26.6,9.77,99,99,99,98,99,13.2,91359,6.5,6.1,5.8,14700.3,,
Seychelles,2013,72.8,Developing,171,0.1,0.1,0.1,3.5,28,26.5,9.36,98,98,97,97,98,12.8,89949,6.6,6.1,5.8,14765.7,,
Seychelles,2012,72.6,Developing,174,0.1,0.1,0.1,4.4,23,26.4,8.16,98,98,98,99,98,12.4,88303,6.7,6.1,5.9,12006.7,,
Seychelles,2011,72.4,Developing,177,0.1,0.1,0.1,3.5,24,26.3,8.58,99,99,99,99,99,12,87441,6.9,6.2,5.9,12189.1,,
Seychelles,2010,72.3,Developing,181,0.1,0.1,0.1,3.6,20,26.2,5.92,99,99,99,98,99,11.7,89770,7,6.2,5.9,10804.7,,
Seychelles,2009,72.2,Developing,183,0.1,0.1,0.1,2.6,17,26.2,5.53,99,99,97,99,99,11.4,87298,7.2,6.3,6,9707,,
Seychelles,2008,72.1,Developing,185,0.1,0.1,0.1,2.6,7,26.1,6.76,99,99,99,98,99,11,86956,7.4,6.3,6,11122.9,,
Seychelles,2007,72.1,Developing,185,0.1,0.1,0.1,3.3,20,26,7.49,99,99,99,99,99,10.7,85033,7.5,6.3,6.1,12154.8,,
Seychelles,2006,72.1,Developing,185,0.1,0.1,0.1,3.7,21,25.9,7.01,99,99,99,99,99,10.4,84600,7.7,6.4,6.1,12014.4,,
Seychelles,2005,72.2,Developing,185,0.1,0.1,0.1,3.9,16,25.8,8.4,99,99,99,99,99,10,82858,7.8,6.4,6.2,11092.5,,
Seychelles,2004,72,Developing,186,0.1,0.1,0.1,4.3,21,25.8,7.15,99,99,99,99,99,9.8,82475,8.1,6.5,6.2,10176.7,,
Seychelles,2003,72.1,Developing,185,0.1,0.1,0.1,4.7,12,25.7,7.36,99,99,99,99,99,9.5,82781,8.2,6.6,6.3,8525,,
Seychelles,2002,72,Developing,185,0.1,0.1,0.1,4.2,33,25.6,7.84,99,99,98,99,99,9.2,83723,8.4,6.6,6.3,8331.3,,
Seychelles,2001,71.9,Developing,187,0.1,0.1,0.1,4.4,22,25.5,7.09,96,96,95,98,96,8.9,81202,8.5,6.7,6.4,7663.1,,
Seychelles,2000,71.7,Developing,188,0.1,0.1,0.1,4.6,23,25.4,8.17,98,98,97,,98,8.6,81131,8.7,6.8,6.5,7578.9,,
SierraLeone,2015,51.4,Developing,404,31,22,9,18.3,22000,22.7,3.42,86,86,78,60,86,8.3,7171914,10.6,7.4,,,1.1,1.5
SierraLeone,2014,49.6,Developing,446,33,23,9,19.7,22000,22.7,3.4,83,83,80,,83,8,7017144,10.8,7.6,,,,
SierraLeone,2013,51.7,Developing,393,35,24,10,11.6,22000,22.6,3.53,92,92,85,,92,7.7,6863980,10.9,7.8,,,,
SierraLeone,2012,51.1,Developing,395,37,25,10,8.9,21000,22.6,3.6,91,91,86,,91,7.4,6712581,11.1,8,,,,
SierraLeone,2011,50.2,Developing,403,39,26,10,10.6,21000,22.6,3.84,89,89,84,,88,7.1,6563240,11.3,8.2,,,,
SierraLeone,2010,49.2,Developing,415,41,27,11,9.2,20000,22.6,3.91,86,86,82,,84,6.8,6415634,11.5,8.4,,,,
SierraLeone,2009,48.1,Developing,429,42,28,11,9.9,20000,22.6,4.06,84,84,80,,81,6.5,6272734,11.6,8.7,,,,
SierraLeone,2008,47.1,Developing,442,44,29,11,9.1,20000,22.5,4.02,77,77,73,,75,6.3,6133603,11.8,8.9,,,,
SierraLeone,2007,46.2,Developing,453,45,29,11,8.9,19000,22.5,3.97,64,64,60,,63,6,5989633,12,9.1,,,,
SierraLeone,2006,45.2,Developing,467,46,30,11,9.2,19000,22.4,3.92,64,64,65,,65,5.8,5829237,12.2,9.3,,,,
SierraLeone,2005,44.2,Developing,482,47,30,11,9.8,18000,22.4,3.95,65,65,71,,67,5.5,5645624,12.4,9.5,,,,
SierraLeone,2004,43.4,Developing,496,47,30,11,9.8,17000,22.3,4.13,65,65,76,,69,5.3,5433991,12.5,9.8,,,,
SierraLeone,2003,42.5,Developing,506,47,30,11,9.6,16000,22.2,4.23,73,73,73,,66,5.1,5201070,12.7,10,,,,
SierraLeone,2002,41.7,Developing,513,47,30,11,10,15000,22.2,4.23,53,53,62,,54,4.9,4965766,12.9,10.2,,,,
SierraLeone,2001,40.9,Developing,520,48,30,11,9.6,15000,22.1,4.4,38,38,50,,38,4.6,4754072,13.1,10.4,,,,
SierraLeone,2000,39.8,Developing,533,48,29,11,9.9,14000,22,4.14,44,44,37,,46,4.4,4584571,13.2,10.6,,,,
Singapore,2015,82.7,Developed,54,0.1,0.1,0.1,4.3,2500,23.6,1.8,96,96,95,90,96,6,5535002,5.9,2.2,2.2,55646.6,0.06,0.3
Singapore,2014,82.6,Developed,55,0.1,0.1,0.1,3.9,2500,23.6,1.83,96,96,95,90,96,5.8,5469724,5.9,2.2,2.2,57562.5,,
Singapore,2013,82.4,Developed,56,0.1,0.1,0.1,3.7,2500,23.6,1.84,97,97,95,90,97,5.7,5399162,5.9,2.1,2.2,56967.4,,
Singapore,2012,82.2,Developed,57,0.1,0.1,0.1,3.4,2600,23.6,1.93,97,97,95,95,97,5.6,5312437,5.9,2.1,2.1,55546.5,,
Singapore,2011,82,Developed,59,0.1,0.1,0.1,3.2,1900,23.6,1.89,96,96,95,96,96,5.5,5183688,5.9,2.1,2.1,53890.4,,
Singapore,2010,81.8,Developed,60,0.1,0.1,0.1,3.2,1800,23.5,1.84,96,96,95,96,96,5.4,5076732,6,2.1,2.1,47237,,
Singapore,2009,81.7,Developed,62,0.1,0.1,0.1,3.4,1800,23.5,1.72,97,97,95,95,97,5.3,4987573,6,2.1,2.1,38927.2,,
Singapore,2008,81.2,Developed,67,0.1,0.1,0.1,3.2,1800,23.5,1.69,97,97,95,96,97,5.2,4839396,6,2,2.1,40007.5,,
Singapore,2007,80.8,Developed,68,0.1,0.1,0.1,2.9,1600,23.5,1.59,97,97,95,96,97,5.1,4588599,6.1,2,2.1,39432.9,,
Singapore,2006,80.8,Developed,71,0.1,0.1,0.1,3,1500,23.5,1.55,95,95,95,96,95,5,4401365,6.1,2,2.1,33769.2,,
Singapore,2005,80.4,Developed,74,0.1,0.1,0.1,3,1600,23.5,1.49,96,96,96,95,96,4.9,4265762,6.1,2,2,29961.3,,
Singapore,2004,80.2,Developed,73,0.1,0.1,0.1,3.2,1600,23.5,1.44,95,95,95,96,95,4.8,4166664,6.2,2,2,27608.5,,
Singapore,2003,79.5,Developed,73,0.1,0.1,0.1,3.6,1800,23.5,1.43,96,96,93,96,96,4.7,4114826,6.2,2,2,23730.2,,
Singapore,2002,79.2,Developed,76,0.1,0.1,0.1,3.4,1700,23.5,2.16,94,94,94,96,94,4.6,4175950,6.3,2,2,22159.7,,
Singapore,2001,79.1,Developed,77,0.1,0.1,0.1,3.2,1800,23.5,2.08,96,96,95,96,95,4.5,4138012,6.3,2,2,21700,,
Singapore,2000,78.5,Developed,79,0.1,0.1,0.1,3.4,2000,23.4,2.02,98,98,96,98,98,4.4,4027887,6.4,2,2,23852.3,,
Slovakia,2015,77.1,Developed,107,0.1,0.1,0.1,6.9,350,26.4,10.78,96,96,95,98,96,20.1,5423801,1.4,1.2,1.2,16182.3,0.03,0.1
Slovakia,2014,76.9,Developed,109,0.1,0.1,0.1,6.9,370,26.3,10.89,97,97,97,98,97,19.8,5418649,1.5,1.3,1.2,18629.8,,
Slovakia,2013,76.6,Developed,111,0.1,0.1,0.1,7.5,460,26.2,10.54,98,98,98,99,98,19.4,5413393,1.5,1.3,1.2,18191.6,,
Slovakia,2012,76.2,Developed,115,0.1,0.1,0.1,7.6,370,26.2,10.66,99,99,99,99,99,19.1,5407579,1.5,1.3,1.3,17274.6,,
Slovakia,2011,75.9,Developed,120,0.1,0.1,0.1,7.4,430,26.1,10.78,99,99,98,99,99,18.8,5398384,1.6,1.3,1.3,18187.2,,
Slovakia,2010,75.5,Developed,122,0.1,0.1,0.1,7.8,470,26,10.55,99,99,98,99,99,18.4,5391428,1.6,1.4,1.3,16600.6,,
Slovakia,2009,75.3,Developed,130,0.1,0.1,0.1,8,520,26,10.69,99,99,99,99,99,18.1,5386406,1.7,1.4,1.3,16513,,
Slovakia,2008,74.9,Developed,135,0.1,0.1,0.1,7,670,25.9,11.43,99,99,99,99,99,17.8,5379233,1.7,1.4,1.4,18650.4,,
Slovakia,2007,74.6,Developed,139,0.1,0.1,0.1,7.2,720,25.8,10.63,99,99,99,98,99,17.5,5374622,1.7,1.5,1.4,16057.7,,
Slovakia,2006,74.5,Developed,138,0.1,0.1,0.1,6.9,770,25.8,10.31,99,99,98,99,99,17.2,5373054,1.8,1.5,1.4,13139,,
Slovakia,2005,74.2,Developed,140,0.1,0.1,0.1,6.6,820,25.7,10.83,99,99,98,98,99,16.9,5372807,1.8,1.5,1.5,11669.4,,
Slovakia,2004,74.3,Developed,137,0.1,0.1,0.1,6.5,760,25.7,10.03,99,99,99,98,99,16.6,5372280,1.8,1.6,1.5,10654.8,,
Slovakia,2003,74,Developed,143,0.1,0.1,0.1,5.5,1100,25.6,9.85,99,99,99,99,98,16.3,5373374,1.9,1.6,1.5,8696.9,,
Slovakia,2002,73.9,Developed,144,0.1,0.1,0.1,5.5,1100,25.6,10.78,99,99,99,99,98,16,5376912,1.9,1.6,1.6,6524.9,,
Slovakia,2001,73.6,Developed,145,1,0.1,0.1,5.3,1100,25.5,10.73,99,99,99,99,99,15.8,5378867,2,1.7,1.6,5708.1,,
Slovakia,2000,73.2,Developed,147,1,0.1,0.1,5.3,1200,25.5,11.06,99,99,98,99,98,15.5,5388720,2,1.7,1.6,5402.9,,
Slovenia,2015,80.6,Developed,74,0.1,0.1,0.1,8.5,150,26.5,11.49,95,95,94,96,95,19.8,2063531,1.4,1.4,1.4,20887.5,,0.1
Slovenia,2014,80.9,Developed,70,0.1,0.1,0.1,8.5,160,26.4,10.92,95,95,94,94,95,19.5,2061980,1.5,1.4,1.4,24195,,
Slovenia,2013,80.3,Developed,78,0.1,0.1,0.1,8.8,160,26.3,9.53,95,95,94,95,95,19.1,2059953,1.5,1.5,1.5,23357.9,,
Slovenia,2012,80,Developed,81,0.1,0.1,0.1,8.7,150,26.2,10.95,96,96,95,96,96,18.8,2057159,1.5,1.6,1.6,22532.4,,
Slovenia,2011,79.9,Developed,82,0.1,0.1,0.1,8.5,210,26.2,10.61,96,96,96,96,96,18.4,2052843,1.6,1.6,1.6,24985.2,,
Slovenia,2010,79.5,Developed,87,0.1,0.1,0.1,8.6,190,26.1,10.31,96,96,95,96,96,18.1,2048583,1.6,1.7,1.7,23437.5,,
Slovenia,2009,79.1,Developed,91,0.1,0.1,0.1,8.6,210,26,10.52,96,96,95,98,96,17.8,2039669,1.7,1.7,1.7,24633.8,,
